0;0
1;11.7421875
2;11.76953125
3;11.76953125
4;11.7578125
5;11.671875
6;11.703125
7;11.71484375
8;11.7890625
9;11.65625
10;11.75390625
11;11.78515625
12;11.66796875
13;11.66796875
14;11.703125
15;11.890625
16;11.76171875
17;11.66796875
18;11.71484375
19;11.76953125
20;11.75390625
21;11.859375
22;11.859375
23;11.75390625
24;11.78515625
25;11.83203125
26;11.7890625
27;11.75
28;11.83203125
29;11.703125
30;11.66796875
31;11.7734375
32;11.75390625
33;11.7890625
34;11.7421875
35;11.78125
36;11.81640625
37;11.7890625
38;11.81640625
39;11.78125
40;11.71484375
41;11.859375
42;11.71484375
43;11.76953125
44;11.859375
45;11.7734375
46;11.75390625
47;11.859375
48;11.7890625
49;11.76171875
50;11.77734375
