0;0
1;12.0234375
2;12.0390625
3;12.078125
4;12.21484375
5;12.21484375
6;12.140625
7;12.1015625
8;12.08984375
9;12.1015625
10;12.21484375
11;12.0234375
12;12.21484375
13;12.08984375
14;12.1015625
15;11.97265625
16;12.06640625
17;12.11328125
18;12.08203125
19;12.0078125
20;12.109375
21;12.140625
22;12.14453125
23;11.9921875
24;12.078125
25;12.078125
26;12.0859375
27;12.1015625
28;12.0234375
29;12.21875
30;12.1015625
31;12.1484375
32;12.08984375
33;12.05859375
34;12.078125
35;12.08984375
36;12.08984375
37;12.12109375
38;12.0234375
39;12.078125
40;12.08203125
41;12.10546875
42;12.08984375
43;12.078125
44;12.18359375
45;12.08984375
46;12.078125
47;11.984375
48;12.08984375
49;12.11328125
50;12.06640625
