0;0
1;0.03402376174926758
2;0.03255033493041992
3;0.033873796463012695
4;0.033605098724365234
5;0.03403186798095703
6;0.03415179252624512
7;0.03395795822143555
8;0.034006357192993164
9;0.03345775604248047
10;0.03388381004333496
11;0.034353017807006836
12;0.03393411636352539
13;0.03375124931335449
14;0.03383350372314453
15;0.033417701721191406
16;0.033922433853149414
17;0.033501386642456055
18;0.03365492820739746
19;0.03402113914489746
20;0.03416609764099121
21;0.033734798431396484
22;0.033605337142944336
23;0.03392314910888672
24;0.03407764434814453
25;0.03326129913330078
26;0.03403806686401367
27;0.034012794494628906
28;0.03393054008483887
29;0.03386878967285156
30;0.03224492073059082
31;0.03232455253601074
32;0.03223156929016113
33;0.03248333930969238
34;0.032434940338134766
35;0.03241729736328125
36;0.032442569732666016
37;0.03236246109008789
38;0.032468318939208984
39;0.032845497131347656
40;0.03266501426696777
41;0.032736778259277344
42;0.04464840888977051
43;0.03368520736694336
44;0.03362751007080078
45;0.0336766242980957
46;0.03402519226074219
47;0.03387737274169922
48;0.03409290313720703
49;0.03408980369567871
50;0.03392982482910156
