0;0
1;15.7109375
2;15.74609375
3;15.73046875
4;15.6875
5;15.94140625
6;15.87890625
7;15.6953125
8;15.6875
9;15.94140625
10;15.7734375
11;15.68359375
12;15.83203125
13;15.703125
14;15.71875
15;15.7265625
16;15.72265625
17;15.7578125
18;16.015625
19;15.7109375
20;15.6953125
21;15.6953125
22;15.92578125
23;15.6953125
24;15.6875
25;15.7109375
26;15.953125
27;15.80078125
28;15.64453125
29;15.7265625
30;15.6953125
31;15.70703125
32;15.68359375
33;15.9765625
34;15.80078125
35;15.69140625
36;15.70703125
37;15.6953125
38;15.8984375
39;15.69921875
40;15.70703125
41;15.6875
42;15.70703125
43;15.67578125
44;15.60546875
45;15.5703125
46;15.70703125
47;15.70703125
48;15.60546875
49;15.70703125
50;15.6015625
